Item No.,Variant Code,Unit of Measure,Reference Type,Reference Type No.,Reference No.,Description,Description 2,Starting Date,Ending Date,Usage Data Supplier Ref. Entry No.
09448K,,CS,Bar Code,,081652094487,RETAIL 2023_04_14,,2024-07-29,,
09448K,,CS,Bar Code,,10081652094484,WH 2023_04_14,,2024-07-29,,
09456K,,CS,Bar Code,,18801117761001,BOX,,2024-07-29,,
09456K,,CS,Bar Code,,18801117985001,WH 2023_04_14,,2024-07-29,,
09456K,,CS,Bar Code,,28801117743701,CASE,,2024-07-29,,
09456K,,CS,Bar Code,,8801117761004,EACH,,2024-07-29,,
09456K,,CS,Bar Code,,8801117985004,RETAIL 2023_04_14,,2024-07-29,,
09462K,,CS,Bar Code,,18801062860521,CASE,,2024-07-29,,
09462K,,CS,Bar Code,,8801062267699,RETAIL 2023_04_14,,2024-07-29,,
09463K,,CS,Bar Code,,38801062479819,WH 2023_04_14,,2024-07-29,,
09463K,,CS,Bar Code,,8801062636358,RETAIL 2023_04_14,,2024-07-29,,
09464K,,CS,Bar Code,,28801062639483,WH 2023_04_14,,2024-07-29,,
09464K,,CS,Bar Code,,8801062267675,RETAIL 2023_04_14,,2024-07-29,,
09476K,,CS,Bar Code,,18801062133090,WH 2023_04_14,,2024-07-29,,
09476K,,CS,Bar Code,,8801062144815,RETAIL 2023_04_14,,2024-07-29,,
09477K,,CS,Bar Code,,18801062144027,CASE,,2024-07-29,,
09477K,,CS,Bar Code,,28801062482201,WH 2023_04_14,,2024-07-29,,
09477K,,CS,Bar Code,,8801062267798,RETAIL 2023_04_14,,2024-07-29,,
09478K,,CS,Bar Code,,18801062132765,CASE,,2024-07-29,,
09478K,,CS,Bar Code,,28801062478907,WH 2023_04_14,,2024-07-29,,
09478K,,CS,Bar Code,,8801062267712,RETAIL 2023_04_14,,2024-07-29,,
09485K,,CS,Bar Code,,18801117924000,CASE,,2024-07-29,,
09485K,,CS,Bar Code,,18801117931701,WH 2023_04_14,,2024-07-29,,
09485K,,CS,Bar Code,,8801117911003,RETAIL 2023_04_14,,2024-07-29,,
09486K,,CS,Bar Code,,18801117984301,CASE,,2024-07-29,,
09486K,,CS,Bar Code,,8801117984304,RETAIL 2023_05_09,,2024-07-29,,
09497K,,CS,Bar Code,,28801062247053,CASE,,2024-07-29,,
09497K,,CS,Bar Code,,48801062247057,WH 2023_04_14,,2024-07-29,,
09497K,,CS,Bar Code,,8801062247059,RETAIL 2023_04_14,,2024-07-29,,
09502C,,CS,Bar Code,,4711931008114,EACH,,2024-07-29,,
09510C,,CS,Bar Code,,4711931005106,EACH,,2024-07-29,,
09510C,,CS,Bar Code,,4711931011299,RETAIL 2023_04_24,,2024-07-29,,
09511C,,CS,Bar Code,,4711931005090,EACH,,2024-07-29,,
09511C,,CS,Bar Code,,4711931011206,RETAIL 2023_04_24,,2024-07-29,,
09512C,,CS,Bar Code,,4711931005113,EACH,,2024-07-29,,
09512C,,CS,Bar Code,,4711931011343,EACH,,2024-07-29,,
09513C,,CS,Bar Code,,4711931007308,EACH,,2024-07-29,,
09513C,,CS,Bar Code,,4711931011305,EACH,,2024-07-29,,
09516C,,CS,Bar Code,,4711931011312,RETAIL 2023_04_24,,2024-07-29,,
09517C,,CS,Bar Code,,4711931005168,EACH,,2024-07-29,,
09517C,,CS,Bar Code,,4711931011367,EACH,,2024-07-29,,
09517C,,CS,Bar Code,,4711931014689,CASE,,2024-07-29,,
09528K,,CS,Bar Code,,18801062127693,CASE,,2024-07-29,,
09528K,,CS,Bar Code,,8801062245055,EACH,,2024-07-29,,
09529K,,CS,Bar Code,,18801062516855,WH 2023_07_03,,2024-07-29,,
09529K,,CS,Bar Code,,28801062521412,CASE,,2024-07-29,,
09529K,,CS,Bar Code,,78801062516857,CASE,,2024-07-29,,
09529K,,CS,Bar Code,,8801062516858,EACH,,2024-07-29,,
09540D,,CS,Bar Code,,071146000148,EACH,,2024-07-29,,
09540D,,CS,Bar Code,,10071146000145,CASE,,2024-07-29,,
09541D,,CS,Bar Code,,071146010147,EACH,,2024-07-29,,
09541D,,CS,Bar Code,,071146010154,EACH,,2024-07-29,,
09541D,,CS,Bar Code,,10071146010151,CASE,,2024-07-29,,
09542D,,CS,Bar Code,,071146005334,RETAIL 2023_05_09,,2024-07-29,,
09542D,,CS,Bar Code,,10071146005331,WH 2023_05_09,,2024-07-29,,
09552C,,CS,Bar Code,,4711931007223,RETAIL 2023_04_24,,2024-07-29,,
09554C,,CS,Bar Code,,4711931007230,RETAIL 2023_04_24,,2024-07-29,,
09555C,,CS,Bar Code,,4711931007551,EACH,,2024-07-29,,
09575K,,CS,Bar Code,,68801062477977,CASE,,2024-07-29,,
09575K,,CS,Bar Code,,8801062641239,EACH,,2024-07-29,,
09582K,,CS,Bar Code,,18801117982505,WH 2023_04_14,,2024-07-29,,
09582K,,CS,Bar Code,,8801117982508,RETAIL 2023_04_14,,2024-07-29,,
09601T,,CS,Bar Code,,8857107231774,RETAIL 2023_05_09,,2024-07-29,,
09601T,,CS,Bar Code,,8858702424110,WH 2023_05_09,,2024-07-29,,
09602T,,CS,Bar Code,,8857107231781,RETAIL 2023_05_09,,2024-07-29,,
09602T,,CS,Bar Code,,8858702424127,WH 2023_05_09,,2024-07-29,,
09603T,,CS,Bar Code,,8858702402521,RETAIL 2023_04_14,,2024-07-29,,
09603T,,CS,Bar Code,,8858702424134,WH 2023_04_14,,2024-07-29,,
09617T,,CS,Bar Code,,8858702401265,RETAIL 2023_05_09,,2024-07-29,,
09617T,,CS,Bar Code,,8858702424172,,,2024-11-01,,
09618T,,CS,Bar Code,,8858702401272,EACH,,2024-07-29,,
09618T,,CS,Bar Code,,8858702424189,WH 2023_05_09,,2024-07-29,,
09620T,,CS,Bar Code,,8858702415262,EACH,,2024-07-29,,
09620T,,CS,Bar Code,,8858702424165,,,2024-11-01,,
09621K,,CS,Bar Code,,18801117982604,WH 2023_05_10,,2024-07-29,,
09621K,,CS,Bar Code,,8801117982607,EACH,,2024-07-29,,
09634K,,CS,Bar Code,,18801062126481,WH 2023_04_14,,2024-07-29,,
09634K,,CS,Bar Code,,8801062161881,RETAIL 2023_04_14,,2024-07-29,,
09663K,,CS,Bar Code,,18801062126474,WH 2023_05_10,,2024-07-29,,
09663K,,CS,Bar Code,,8801062160709,RETAIL 2023_05_10,,2024-07-29,,
09665K,,CS,Bar Code,,18801117760202,WH 2023_04_14,,2024-07-29,,
09665K,,CS,Bar Code,,8801117760205,RETAIL 2023_04_14,,2024-07-29,,
09668K,,CS,Bar Code,,18801117943216,WH 2023_05_09,,2024-07-29,,
09668K,,CS,Bar Code,,716680886819,RETAIL 2023_05_09,,2024-07-29,,
09673K,,CS,Bar Code,,18801117775206,WH 2023_04_14,,2024-07-29,,
09673K,,CS,Bar Code,,8801117775209,RETAIL 2023_04_14,,2024-07-29,,
09679T,,CS,Bar Code,,8858702410823,RETAIL 2023_05_09,,2024-07-29,,
09679T,,CS,Bar Code,,8858702410830,WH 2023_05_09,,2024-07-29,,
09681T,,CS,Bar Code,,8858702410854,EACH,,2024-07-29,,
09681T,,CS,Bar Code,,8858702410861,CASE,,2024-07-29,,
09682T,,CS,Bar Code,,8858702414968,RETAIL 2023_05_09,,2024-07-29,,
09682T,,CS,Bar Code,,8858702414975,WH 2023_05_09,,2024-07-29,,
09700J,,CS,Bar Code,,081652097006,RETAIL 2023_04_14,,2024-07-29,,
09700J,,CS,Bar Code,,10001652097003,WH 2023_04_14,,2024-07-29,,
09700J,,CS,Bar Code,,10081652097003,CASE,,2024-07-29,,
09701J,,CS,Bar Code,,081652097013,RETAIL 2023_04_14,,2024-07-29,,
09701J,,CS,Bar Code,,10081652097010,WH 2023_04_14,,2024-07-29,,
09711K,,CS,Bar Code,,18801906162040,WH 2023_04_14,,2024-07-29,,
09711K,,CS,Bar Code,,8801906162043,RETAIL 2023_04_14,,2024-07-29,,
09712K,,CS,Bar Code,,18801906161043,WH 2023_04_14,,2024-07-29,,
09712K,,CS,Bar Code,,8801906161046,RETAIL 2023_04_14,,2024-07-29,,
09713K,,CS,Bar Code,,18801906165065,WH 2023_05_10,,2024-07-29,,
09713K,,CS,Bar Code,,8801906165068,RETAIL 2023_05_10,,2024-07-29,,
09720J,,CS,Bar Code,,081652097204,RETAIL 2023_04_14,,2024-07-29,,
09720J,,CS,Bar Code,,10081652097201,WH 2023_04_14,,2024-07-29,,
09721J,,CS,Bar Code,,081652097211,EACH,,2024-07-29,,
09722J,,CS,Bar Code,,081652097228,RETAIL 2023_04_10,,2024-07-29,,
09722J,,CS,Bar Code,,10081652097225,CASE,,2024-07-29,,
09723J,,CS,Bar Code,,081652097235,EACH,,2024-07-29,,
09724J,,CS,Bar Code,,081652097242,EACH,,2024-07-29,,
09724J,,CS,Bar Code,,10081652097249,,,2024-11-01,,
09725J,,CS,Bar Code,,081652097259,EACH,,2024-07-29,,
09725J,,CS,Bar Code,,10081652097256,,,2024-11-01,,
09726J,,CS,Bar Code,,081652097266,RETAIL 2023_04_10,,2024-07-29,,
09726J,,CS,Bar Code,,10081652097263,WH 2023_04_10,,2024-07-29,,
09727K,,CS,Bar Code,,18801906163283,WH 2023_05_09,,2024-07-29,,
09727K,,CS,Bar Code,,8801906163286,RETAIL 2023_05_09,,2024-07-29,,
09731K,,CS,Bar Code,,081652097310,RETAIL 2023_04_14,,2024-07-29,,
09731K,,CS,Bar Code,,10081652097317,WH 2023_04_14,,2024-07-29,,
09733K,,CS,Bar Code,,081652097334,RETAIL 2023_04_14,,2024-07-29,,
09733K,,CS,Bar Code,,10081652097331,CASE,,2024-07-29,,
09734K,,CS,Bar Code,,081652097341,RETAIL 2023_04_14,,2024-07-29,,
09734K,,CS,Bar Code,,10081652097348,WH 2023_04_14,,2024-07-29,,
09739K,,CS,Bar Code,,081652097396,RETAIL 2023_05_10,,2024-07-29,,
09739K,,CS,Bar Code,,10081652097393,WH 2023_05_10,,2024-07-29,,
09743K,,CS,Bar Code,,28801117761909,WH 2023_04_14,,2024-07-29,,
09743K,,CS,Bar Code,,8801117761905,RETAIL 2023_04_14,,2024-07-29,,
09745J,,CS,Bar Code,,081652097457,RETAIL 2023_05_09,,2024-07-29,,
09745J,,CS,Bar Code,,10081652097454,WH 2023_05_09,,2024-07-29,,
09746K,,CS,Bar Code,,081652097464,RETAIL 2023_04_14,,2024-07-29,,
09746K,,CS,Bar Code,,10081652097461,WH 2023_04_14,,2024-07-29,,
09747P,,CS,Bar Code,,14800194177082,WH 2023_05_09,,2024-07-29,,
09747P,,CS,Bar Code,,4800194177085,RETAIL 2023_05_09,,2024-07-29,,
09748P,,CS,Bar Code,,14800194177969,WH 2023_04_14,,2024-07-29,,
09748P,,CS,Bar Code,,4800194177962,RETAIL 2023_04_14,,2024-07-29,,
09756K,,CS,Bar Code,,031146205202,RETAIL 2023_04_14,,2024-07-29,,
09756K,,CS,Bar Code,,031146700080,WH 2023_04_14,,2024-07-29,,
09763K,,CS,Bar Code,,081652097631,RETAIL 2023_04_14,,2024-07-29,,
09763K,,CS,Bar Code,,10081652097638,WH 2023_04_14,,2024-07-29,,
09771K,,CS,Bar Code,,081652097716,RETAIL 2023_04_10,,2024-07-29,,
09771K,,CS,Bar Code,,10081652097713,WH 2023_04_10,,2024-07-29,,
09775K,,CS,Bar Code,,18805495000363,WH 2023_04_14,,2024-07-29,,
09775K,,CS,Bar Code,,8805495000366,RETAIL 2023_04_14,,2024-07-29,,
09836K,,CS,Bar Code,,18801117912403,WH 2023_04_24,,2024-07-29,,
09836K,,CS,Bar Code,,8801117268206,RETAIL 2023_04_24,,2024-07-29,,
09837K,,CS,Bar Code,,18801117956209,WH 2023_04_14,,2024-07-29,,
09837K,,CS,Bar Code,,8801117956202,RETAIL 2023_04_14,,2024-07-29,,
09845K,,CS,Bar Code,,031146032655,RETAIL 2023_04_14,,2024-07-29,,
09845K,,CS,Bar Code,,031146032662,WH 2023_04_14,,2024-07-29,,
09846K,,CS,Bar Code,,28801062519372,WH 2023_04_14,,2024-07-29,,
09846K,,CS,Bar Code,,8801062519378,RETAIL 2023_04_14,,2024-07-29,,
09847K,,CS,Bar Code,,18801062146496,CASE,,2024-07-29,,
09847K,,CS,Bar Code,,607279240290,EACH,,2024-07-29,,
09869K,,CS,Bar Code,,18801382124525,WH 2023_04_14,,2024-07-29,,
09869K,,CS,Bar Code,,8801382124528,RETAIL 2023_04_14,,2024-07-29,,
09872K,,CS,Bar Code,,648436121458,WH 2023_04_24,,2024-07-29,,
09872K,,CS,Bar Code,,648436330669,RETAIL 2023_04_24,,2024-07-29,,
09873K,,CS,Bar Code,,648436330539,CASE,,2024-07-29,,
09873K,,CS,Bar Code,,648436330683,EACH,,2024-07-29,,
09875K,,CS,Bar Code,,18801382126567,CASE,,2024-07-29,,
09875K,,CS,Bar Code,,8801382126560,EACH,,2024-07-29,,
09880K,,CS,Bar Code,,18801382126512,CASE,,2024-07-29,,
09880K,,CS,Bar Code,,8801382126515,RETAIL 2023_04_04,,2024-07-29,,
09900J,,CS,Bar Code,,081652099000,RETAIL 2023_04_24,,2024-07-29,,
09900J,,CS,Bar Code,,10081652099007,WH 2023_04_24,,2024-07-29,,
09902K,,CS,Bar Code,,18801382124846,CASE,,2024-07-29,,
09902K,,CS,Bar Code,,8801382124849,EACH,,2024-07-29,,
09905J,,CS,Bar Code,,081652099055,EACH,,2024-07-29,,
09905J,,CS,Bar Code,,10081652099052,BOX,,2024-07-29,,
09910K,,CS,Bar Code,,18801382123443,WH 2023_04_04,,2024-07-29,,
09910K,,CS,Bar Code,,8801382123446,RETAIL 2023_04_04,,2024-07-29,,
09912K,,CS,Bar Code,,8801056023492,WH 2023_04_10,,2024-07-29,,
09912K,,CS,Bar Code,,8801056290016,RETAIL 2023_04_10,,2024-07-29,,
09912K,,CS,Bar Code,,8801056290061,WH 2023_04_10,,2024-07-29,,
09915K,,CS,Bar Code,,081652099154,RETAIL 2023_03_17,,2024-07-29,,
09915K,,CS,Bar Code,,10081652099151,WH 2023_03_17,,2024-07-29,,
09916K,,CS,Bar Code,,081652099161,RETAIL 2023_03_17,,2024-07-29,,
09916K,,CS,Bar Code,,10081652099168,WH 2023_03_17,,2024-07-29,,
09920K,,CS,Bar Code,,18801382131035,WH 2023_04_04,,2024-07-29,,
09920K,,CS,Bar Code,,8801382131038,RETAIL 2023_04_04,,2024-07-29,,
09921J,,CS,Bar Code,,14902494000012,CASE,,2024-07-29,,
09921J,,CS,Bar Code,,14902494008001,WH 2023_04_04,,2024-07-29,,
09921J,,CS,Bar Code,,4902494000015,BOX,,2024-07-29,,
09921J,,CS,Bar Code,,4902494008004,RETAIL 2023_04_04,,2024-07-29,,
09921J,,CS,Bar Code,,4902494060095,WH 2023_04_04,,2024-07-29,,
09922J,,CS,Bar Code,,081652099222,EACH,,2024-07-29,,
09923K,,CS,Bar Code,,68801056034582,WH 2023_04_10,,2024-07-29,,
09923K,,CS,Bar Code,,8801056005672,RETAIL 2023_04_10,,2024-07-29,,
09923K,,CS,Bar Code,,8801056034573,WH 2023_04_10,,2024-07-29,,
09924J,,CS,Bar Code,,081652099246,RETAIL 2023_05_09,,2024-07-29,,
09927K,,CS,Bar Code,,196852654185,RETAIL,,2024-08-29,,
09931K,,CS,Bar Code,,081652099314,RETAIL 2023_04_04,,2024-07-29,,
09931K,,CS,Bar Code,,10081652099311,WH 2023_05_22,,2024-07-29,,
09931K,,CS,Bar Code,,4545732099312,RETAIL 2023_05_22,,2024-07-29,,
09932K,,CS,Bar Code,,18806011412769,WH 2023_04_04,,2024-07-29,,
09932K,,CS,Bar Code,,8806011412762,RETAIL 2023_04_04,,2024-07-29,,
09932K,,CS,Bar Code,,8806011412847,WH 2023_04_04,,2024-07-29,,
09948C,,CS,Bar Code,,077521321013,RETAIL 2023_04_04,,2024-07-29,,
09948C,,CS,Bar Code,,077521720014,WH 2023_04_04,,2024-07-29,,
09949K,,CS,Bar Code,,68801056033332,CASE,,2024-07-29,,
09949K,,CS,Bar Code,,8801056755010,RETAIL 2023_05_09,,2024-07-29,,
09955K,,CS,Bar Code,,081652099550,EACH,,2025-04-15,,
09955K,,CS,Bar Code,,10081652099557,CASE,,2025-04-15,,
09961K,,CS,Bar Code,,60809939073558,WH 2023_04_04,,2024-07-29,,
09961K,,CS,Bar Code,,809939073549,RETAIL 2023_04_04,,2024-07-29,,
09961K,,CS,Bar Code,,809939073563,WH 2023_04_04,,2024-07-29,,
09963K,,CS,Bar Code,,60809939087883,WH 2023_05_09,,2024-07-29,,
09963K,,CS,Bar Code,,809939087867,RETAIL 2023_05_09,,2024-07-29,,
09963K,,CS,Bar Code,,809939087874,WH 2023_05_09,,2024-07-29,,
09966K,,CS,Bar Code,,8801056192013,EACH,,2025-04-15,,
09967K,,CS,Bar Code,,18801097250045,WH 2023_04_24,,2024-07-29,,
09967K,,CS,Bar Code,,8801097250048,RETAIL 2023_04_24,,2024-07-29,,
09981K,,CS,Bar Code,,8801056002701,RETAIL 2023_05_09,,2024-07-29,,
09981K,,CS,Bar Code,,8801056002718,WH 2023_05_09,,2024-07-29,,
09981K,,CS,Bar Code,,8801056023546,WH 2023_05_09,,2024-07-29,,
09986K,,CS,Bar Code,,58801056002751,WH 2023_04_04,,2024-07-29,,
09986K,,CS,Bar Code,,8801056002749,RETAIL 2023_04_04,,2024-07-29,,
09990K,,CS,Bar Code,,081652099901,EACH,,2025-04-15,,
09990K,,CS,Bar Code,,10081652099908,CASE,,2025-04-15,,
09992K,,CS,Bar Code,,081652099925,RETAIL 2023_03_17,,2024-07-29,,
09992K,,CS,Bar Code,,10081652099922,WH 2023_03_17,,2024-07-29,,
09993K,,CS,Bar Code,,081652099932,RETAIL 2023_03_17,,2024-07-29,,
09993K,,CS,Bar Code,,10081652099939,WH 2023_03_17,,2024-07-29,,
09994K,,CS,Bar Code,,081652099949,RETAIL 2023_05_22,,2024-07-29,,
09994K,,CS,Bar Code,,10081652099946,CS,,2024-07-29,,
09996K,,CS,Bar Code,,081652099963,RETAIL 2023_03_17,,2024-07-29,,
09996K,,CS,Bar Code,,10081652099960,WH 2023_03_17,,2024-07-29,,
09998K,,CS,Bar Code,,081652099987,RETAIL 2023_04_04,,2024-07-29,,
09998K,,CS,Bar Code,,10081652099984,WH 2023_04_04,,2024-07-29,,
10001K,,CS,Bar Code,,18801097150031,WH 2023_04_04,,2024-07-29,,
10001K,,CS,Bar Code,,8801097150034,RETAIL 2023_04_04,,2024-07-29,,
10003K,,CS,Bar Code,,38801097150011,WH 2023_08_11,,2024-07-29,,
10003K,,CS,Bar Code,,8801097150010,EACH,,2024-07-29,,
10003K,,CS,Bar Code,,8801097150119,BOX,,2024-07-29,,
10011K,,CS,Bar Code,,081652100119,EACH,,2025-04-15,,
10011K,,CS,Bar Code,,10081652100116,CASE,,2025-04-15,,
10016K,,CS,Bar Code,,081652100164,RETAIL 2023_04_24,,2024-07-29,,
10016K,,CS,Bar Code,,10000052100161,WH 2023_04_24,,2024-07-29,,
10016K,,CS,Bar Code,,10081652100161,,,2024-11-01,,
10017K,,CS,Bar Code,,081652100171,RETAIL 2023_04_24,,2024-07-29,,
10017K,,CS,Bar Code,,10081652100178,WH 2023_04_24,,2024-07-29,,
10018K,,CS,Bar Code,,081652100188,EACH,,2024-07-29,,
10018K,,CS,Bar Code,,10081652100185,,,2024-11-01,,
10019K,,CS,Bar Code,,18801674710207,WH 2023_04_04,,2024-07-29,,
10019K,,CS,Bar Code,,8801674210205,RETAIL 2023_04_04,,2024-07-29,,
10029K,,CS,Bar Code,,28801037019470,WH 2023_04_10,,2024-07-29,,
10029K,,CS,Bar Code,,8801037019476,WH 2023_04_10,,2024-07-29,,
10035K,,CS,Bar Code,,081652100355,EACH,,2024-07-29,,
10035K,,CS,Bar Code,,10081652100352,,,2024-11-01,,
10036K,,CS,Bar Code,,081652100362,RETAIL 2023_04_24,,2024-07-29,,
10036K,,CS,Bar Code,,10081652100369,WH 2023_04_24,,2024-07-29,,
10037K,,CS,Bar Code,,081652100379,RETAIL 2023_05_09,,2024-07-29,,
10037K,,CS,Bar Code,,10081652100376,WH 2023_05_22,,2024-07-29,,
10048K,,CS,Bar Code,,081652100485,RETAIL 2023_05_09,,2024-07-29,,
10048K,,CS,Bar Code,,10081652100482,WH 2023_05_09,,2024-07-29,,
10068D,,CS,Bar Code,,021273200126,RETAIL 2023_05_09,,2024-07-29,,
10077D,,CS,Bar Code,,081652100775,EACH,,2024-07-29,,
10080D,,CS,Bar Code,,081652100805,RETAIL 2023_05_09,,2024-07-29,,
10083K,,CS,Bar Code,,081652100836,RETAIL 2023_03_17,,2024-07-29,,
10083K,,CS,Bar Code,,10081652100833,WH 2023_03_17,,2024-07-29,,
10088K,,CS,Bar Code,,081652100881,EACH,,2025-04-15,,
10088K,,CS,Bar Code,,10081652100888,CASE,,2025-04-15,,
10091K,,CS,Bar Code,,18801013840022,CASE,,2024-07-29,,
10091K,,CS,Bar Code,,8801013840025,RETAIL,,2024-07-29,,
10097D,,CS,Bar Code,,081652100973,RETAIL 2023_05_09,,2024-07-29,,
10098D,,CS,Bar Code,,081652100980,RETAIL 2023_05_09,,2024-07-29,,
10099K,,CS,Bar Code,,081652100997,RETAIL 2023_05_09,,2024-07-29,,
10099K,,CS,Bar Code,,10001652100994,WH 2023_05_09,,2024-07-29,,
10099K,,CS,Bar Code,,10081652100994,,,2024-11-01,,
10101K,,CS,Bar Code,,28801037019661,WH 2023_04_10,,2024-07-29,,
10101K,,CS,Bar Code,,8801037019667,RETAIL 2023_04_10,,2024-07-29,,
10112K,,CS,Bar Code,,8809083872557,EACH,,2025-04-15,,
10215K,,CS,Bar Code,,081652102151,EACH,,2025-04-15,,
10219K,,CS,Bar Code,,8803937066116,RETAIL 2023_04_04,,2024-07-29,,
10219K,,CS,Bar Code,,8805892000020,EACH,,2024-07-29,,
10220K,,CS,Bar Code,,8803937066123,RETAIL 2023_04_24,,2024-07-29,,
10224K,,CS,Bar Code,,8805892000174,RETAIL 2023_05_09,,2024-07-29,,
10225K,,CS,Bar Code,,8805892000235,RETAIL 2023_04_10,,2024-07-29,,
10261C,,EA,Bar Code,,6901317643017,EACH,,2024-07-29,,
10263C,,EA,Bar Code,,6901118910301,EACH,,2024-07-29,,
10264C,,EA,Bar Code,,6901118910325,EACH,,2024-07-29,,
10265C,,EA,Bar Code,,6901118910332,EACH,,2024-07-29,,
10266C,,CS,Bar Code,,081652102663,RETAIL 2023_04_10,,2024-07-29,,
10266C,,CS,Bar Code,,10081652102660,WH 2023_04_10,,2024-07-29,,
10274K,,CS,Bar Code,,18801674810075,WH 2023_03_17,,2024-07-29,,
10274K,,CS,Bar Code,,8801674710071,WH 2023_03_17,,2024-07-29,,
10274K,,CS,Bar Code,,8801674810078,RETAIL 2023_03_17,,2024-07-29,,
10275K,,CS,Bar Code,,18801674710030,WH 2023_03_17,,2024-07-29,,
10275K,,CS,Bar Code,,8801674710033,RETAIL 2023_03_17,,2024-07-29,,
10275K,,CS,Bar Code,,8801674810030,WH 2023_03_17,,2024-07-29,,
10291K,,CS,Bar Code,,081652102915,RETAIL 2023_04_04,,2024-07-29,,
10291K,,CS,Bar Code,,10081652102912,WH 2023_04_04,,2024-07-29,,
10294K,,CS,Bar Code,,081652102946,RETAIL 2023_04_04,,2024-07-29,,
10294K,,CS,Bar Code,,10081652102943,WH 2023_04_04,,2024-07-29,,
10355J,,CS,Bar Code,,081652103554,RETAIL 2023_04_14,,2024-07-29,,
10355J,,CS,Bar Code,,10081652103551,WH 2023_04_14,,2024-07-29,,
10359K,,CS,Bar Code,,081652103592,RETAIL,,2024-07-29,,
10359K,,CS,Bar Code,,10081652103599,,,2024-07-29,,
10366K,,CS,Bar Code,,081652103660,RETAIL 2023_04_10,,2024-07-29,,
10366K,,CS,Bar Code,,10081652103667,WH 2023_04_10,,2024-07-29,,
10367K,,CS,Bar Code,,081652103677,RETAIL 2023_04_14,,2024-07-29,,
10367K,,CS,Bar Code,,10081652103674,WH 2023_04_14,,2024-07-29,,
10368K,,CS,Bar Code,,081652103684,RETAIL 2023_04_14,,2024-07-29,,
10368K,,CS,Bar Code,,10080052103681,WH 2023_04_14,,2024-07-29,,
10368K,,CS,Bar Code,,10081652103681,CASE,,2024-07-29,,
10369K,,CS,Bar Code,,081652103691,RETAIL 2023_05_09,,2024-07-29,,
10369K,,CS,Bar Code,,10081652103698,WH 2023_05_09,,2024-07-29,,
10370K,,CS,Bar Code,,081652103707,RETAIL 2023_04_14,,2024-07-29,,
10370K,,CS,Bar Code,,10081652103704,WH 2023_04_14,,2024-07-29,,
10373K,,CS,Bar Code,,081652103738,RETAIL 2023_04_14,,2024-07-29,,
10373K,,CS,Bar Code,,10081652103735,WH 2023_04_14,,2024-07-29,,
10374K,,CS,Bar Code,,081652103745,RETAIL 2023_04_14,,2024-07-29,,
10374K,,CS,Bar Code,,10081652103742,WH 2023_04_14,,2024-07-29,,
10375K,,CS,Bar Code,,081652103752,RETAIL 2023_04_14,,2024-07-29,,
10375K,,CS,Bar Code,,10081652103759,WH 2023_04_14,,2024-07-29,,
10376K,,CS,Bar Code,,081652103769,RETAIL 2023_04_10,,2024-07-29,,
10376K,,CS,Bar Code,,10081652103766,WH 2023_04_10,,2024-07-29,,
10377K,,CS,Bar Code,,081652103776,EACH,,2024-07-29,,
10377K,,CS,Bar Code,,10081652103773,RETAIL 2023_04_10,,2024-07-29,,
10378K,,CS,Bar Code,,081652103783,RETAIL 2023_04_14,,2024-07-29,,
10378K,,CS,Bar Code,,10081652103780,WH 2023_04_14,,2024-07-29,,
10380K,,CS,Bar Code,,081652103806,RETAIL 2023_04_14,,2024-07-29,,
10380K,,CS,Bar Code,,10081652103803,WH 2023_04_14,,2024-07-29,,
10381K,,CS,Bar Code,,081652103813,EACH,,2025-04-15,,
10381K,,CS,Bar Code,,10081652103810,CASE,,2025-04-15,,
10382K,,CS,Bar Code,,081652103820,EACH,,2025-04-15,,
10382K,,CS,Bar Code,,10081652103827,CASE,,2025-04-15,,
10383K,,CS,Bar Code,,081652103837,RETAIL 2023_04_10,,2024-07-29,,
10383K,,CS,Bar Code,,10081652103834,WH 2023_04_10,,2024-07-29,,
10384K,,CS,Bar Code,,081652103844,RETAIL 2023_04_14,,2024-07-29,,
10384K,,CS,Bar Code,,10081652103841,WH 2023_04_14,,2024-07-29,,
10395K,,CS,Bar Code,,18801117992009,CASE,,2024-07-29,,
10395K,,CS,Bar Code,,8801117992002,RETAIL,,2024-07-29,,
10396K,,CS,Bar Code,,18801117991903,CASE,,2024-07-29,,
10396K,,CS,Bar Code,,8801117991906,RETAIL,,2024-07-29,,
10397K,,CS,Bar Code,,18801117991804,CASE,,2024-07-29,,
10397K,,CS,Bar Code,,8801117991807,RETAIL,,2024-07-29,,
10409V,,CS,Bar Code,,18934683008949,CASE,,2024-07-29,,
10409V,,CS,Bar Code,,840857002587,EACH,,2024-07-29,,
10414K,,CS,Bar Code,,18801204205166,,,2024-12-05,,
10414K,,CS,Bar Code,,8801204205169,RETAIL,,2024-12-05,,
10415K,,CS,Bar Code,,18801204204435,CASE,,2025-04-15,,
10415K,,CS,Bar Code,,18801204205135,,,2024-12-05,,
10415K,,CS,Bar Code,,8801204204438,EACH,,2025-04-15,,
10415K,,CS,Bar Code,,8801204205138,RETAIL,,2024-12-05,,
10416K,,CS,Bar Code,,18801204202578,WH 2023_04_14,,2024-07-29,,
10416K,,CS,Bar Code,,8801204202571,RETAIL 2023_04_14,,2024-07-29,,
10418K,,CS,Bar Code,,18801204008668,,,2024-12-05,,
10418K,,CS,Bar Code,,8801204008661,RETAIL,,2024-12-05,,
10419K,,CS,Bar Code,,18801204203025,,,2024-07-01,,
