Item No.,Variant Code,Unit of Measure,Reference Type,Reference Type No.,Reference No.,Description,Description 2,Starting Date,Ending Date,Usage Data Supplier Ref. Entry No.
06780T,,CS,Bar Code,,816125002658,RETAIL 2023_04_04,,2024-07-29,,
06785T,,CS,Bar Code,,10816125000224,WH 2023_04_04,,2024-07-29,,
06785T,,CS,Bar Code,,18850058004029,WH 2023_04_04,,2024-07-29,,
06785T,,CS,Bar Code,,816125000227,RETAIL 2023_04_04,,2024-07-29,,
06786T,,CS,Bar Code,,10816125000347,WH 2023_04_04,,2024-07-29,,
06786T,,CS,Bar Code,,18850058004050,WH 2023_04_04,,2024-07-29,,
06786T,,CS,Bar Code,,816125000340,RETAIL 2023_04_04,,2024-07-29,,
06787T,,CS,Bar Code,,10816125000262,WH 2023_05_09,,2024-07-29,,
06787T,,CS,Bar Code,,18850058004272,WH 2023_05_09,,2024-07-29,,
06787T,,CS,Bar Code,,816125000265,RETAIL 2023_05_09,,2024-07-29,,
06788T,,CS,Bar Code,,10816125000217,WH 2023_04_04,,2024-07-29,,
06788T,,CS,Bar Code,,18850058004173,WH 2023_04_04,,2024-07-29,,
06788T,,CS,Bar Code,,816125000210,RETAIL 2023_04_04,,2024-07-29,,
06789T,,CS,Bar Code,,10816125000064,WH 2023_04_10,,2024-07-29,,
06789T,,CS,Bar Code,,18850058000359,WH 2023_04_10,,2024-07-29,,
06789T,,CS,Bar Code,,816125000067,RETAIL 2023_04_10,,2024-07-29,,
06797T,,CS,Bar Code,,10816125003010,WH 2023_04_10,,2024-07-29,,
06797T,,CS,Bar Code,,18850058007372,WH 2023_04_10,,2024-07-29,,
06797T,,CS,Bar Code,,816125003013,RETAIL 2023_04_10,,2024-07-29,,
06798T,,CS,Bar Code,,10816125000477,WH 2023_04_04,,2024-07-29,,
06798T,,CS,Bar Code,,18850058000366,WH 2023_04_04,,2024-07-29,,
06798T,,CS,Bar Code,,816125000470,RETAIL 2023_04_04,,2024-07-29,,
06802T,,CS,Bar Code,,044738102346,RETAIL 2023_04_04,,2024-07-29,,
06802T,,CS,Bar Code,,40044738102344,WH 2023_04_04,,2024-07-29,,
06803T,,CS,Bar Code,,044738102384,RETAIL 2023_03_17,,2024-07-29,,
06803T,,CS,Bar Code,,40044738102382,WH 2023_03_17,,2024-07-29,,
06804T,,CS,Bar Code,,044738102353,EACH,,2024-07-29,,
06804T,,CS,Bar Code,,40044738102351,CASE,,2024-07-29,,
06830T,,CS,Bar Code,,10816125000330,WH 2023_04_04,,2024-07-29,,
06830T,,CS,Bar Code,,18850058004210,WH 2023_04_04,,2024-07-29,,
06830T,,CS,Bar Code,,816125000333,RETAIL 2023_04_04,,2024-07-29,,
06834T,,CS,Bar Code,,18850058008171,WH 2023_04_04,,2024-07-29,,
06834T,,CS,Bar Code,,8850058008174,RETAIL 2023_04_04,,2024-07-29,,
06837T,,CS,Bar Code,,081652068372,RETAIL 2023_03_17,,2024-07-29,,
06837T,,CS,Bar Code,,10081652068379,WH 2023_03_17,,2024-07-29,,
06838T,,CS,Bar Code,,081652068389,RETAIL 2023_04_04,,2024-07-29,,
06838T,,CS,Bar Code,,10081652068386,WH 2023_04_04,,2024-07-29,,
06839T,,CS,Bar Code,,081652068396,RETAIL 2023_04_04,,2024-07-29,,
06839T,,CS,Bar Code,,10081652068393,WH 2023_04_04,,2024-07-29,,
06840T,,CS,Bar Code,,081652068402,RETAIL 2023_05_09,,2024-07-29,,
06840T,,CS,Bar Code,,10081652068409,WH 2023_05_09,,2024-07-29,,
06867T,,CS,Bar Code,,016229004019,RETAIL 2023_04_04,,2024-07-29,,
06867T,,CS,Bar Code,,08851613102283,WH 2023_04_04,,2024-07-29,,
06868T,,CS,Bar Code,,093856990014,RETAIL 2023_04_04,,2024-07-29,,
06868T,,CS,Bar Code,,10093856990011,WH 2023_04_04,,2024-07-29,,
06885T,,CS,Bar Code,,10816125001870,WH 2023_04_04,,2024-07-29,,
06885T,,CS,Bar Code,,18850058005842,WH 2023_04_04,,2024-07-29,,
06885T,,CS,Bar Code,,816125001873,RETAIL 2023_04_04,,2024-07-29,,
06891T,,CS,Bar Code,,016229001711,RETAIL 2023_03_17,,2024-07-29,,
06891T,,CS,Bar Code,,08851613101705,WH 2023_03_17,,2024-07-29,,
06894T,,CS,Bar Code,,016229000561,EACH,,2024-07-29,,
06895T,,CS,Bar Code,,016229000554,RETAIL 2023_04_04,,2024-07-29,,
06895T,,CS,Bar Code,,08851613101743,WH 2023_04_04,,2024-07-29,,
06900T,,CS,Bar Code,,016229006129,EACH,,2024-07-29,,
06907T,,CS,Bar Code,,08851613102825,WH 2023_04_04,,2024-07-29,,
06907T,,CS,Bar Code,,8851613101392,RETAIL 2023_04_04,,2024-07-29,,
06929P,,CS,Bar Code,,14800194179888,WH 2023_05_09,,2024-07-29,,
06929P,,CS,Bar Code,,4800194179881,RETAIL 2023_05_09,,2024-07-29,,
06930P,,CS,Bar Code,,14800194179901,WH 2023_04_14,,2024-07-29,,
06930P,,CS,Bar Code,,4800194179904,RETAIL 2023_04_14,,2024-07-29,,
06931P,,CS,Bar Code,,14800194177181,WH 2023_05_10,,2024-07-29,,
06931P,,CS,Bar Code,,4800194180184,RETAIL 2023_05_10,,2024-07-29,,
06932P,,CS,Bar Code,,14800194177099,WH 2023_05_09,,2024-07-29,,
06932P,,CS,Bar Code,,4800194177092,RETAIL 2023_05_09,,2024-07-29,,
06932P,,CS,Bar Code,,4891208040150,EACH,,2024-07-29,,
06935P,,CS,Bar Code,,14800194177952,WH 2023_04_14,,2024-07-29,,
06935P,,CS,Bar Code,,4800194177955,RETAIL 2023_04_14,,2024-07-29,,
06936P,,CS,Bar Code,,10897399001025,WH 2023_05_09,,2024-07-29,,
06936P,,CS,Bar Code,,897399001028,RETAIL 2023_05_09,,2024-07-29,,
06937K,,CS,Bar Code,,18801062880888,WH 2023_04_14,,2024-07-29,,
06937K,,CS,Bar Code,,8801062880881,RETAIL 2023_04_14,,2024-07-29,,
07008K,,CS,Bar Code,,10081652070099,BOX,,2024-07-29,,
07008K,,CS,Bar Code,,18809117120101,WH 2023_05_09,,2024-07-29,,
07008K,,CS,Bar Code,,18809117121009,WH 2023_05_09,,2024-07-29,,
07008K,,CS,Bar Code,,8809117120999,EACH,,2024-07-29,,
07008K,,CS,Bar Code,,8809117121002,RETAIL 2023_05_09,,2024-07-29,,
07009K,,CS,Bar Code,,8809117120104,EACH,,2024-07-29,,
07040K,,CS,Bar Code,,081652070405,EACH,,2024-07-29,,
07040K,,CS,Bar Code,,10081652070402,CASE,,2024-07-29,,
07054K,,CS,Bar Code,,081652070542,EACH,,2024-07-29,,
07054K,,CS,Bar Code,,10081652070549,CASE,,2024-07-29,,
07055K,,CS,Bar Code,,081652070559,EACH,,2024-07-29,,
07055K,,CS,Bar Code,,10081652070556,CASE,,2024-07-29,,
07056K,,CS,Bar Code,,081652070566,EACH,,2024-07-29,,
07056K,,CS,Bar Code,,10081652070563,CASE,,2024-07-29,,
07057K,,CS,Bar Code,,081652070573,EACH,,2024-07-29,,
07057K,,CS,Bar Code,,10081652070570,CASE,,2024-07-29,,
07058K,,CS,Bar Code,,081652070580,EACH,,2024-07-29,,
07058K,,CS,Bar Code,,10081652070587,CASE,,2024-07-29,,
07085K,,CS,Bar Code,,081652070856,RETAIL 2023_05_09,,2024-07-29,,
07085K,,CS,Bar Code,,10081652070853,WH 2023_05_09,,2024-07-29,,
07086K,,CS,Bar Code,,081652070863,RETAIL 2023_05_09,,2024-07-29,,
07086K,,CS,Bar Code,,10081652070860,WH 2023_05_09,,2024-07-29,,
07091K,,CS,Bar Code,,081652070917,RETAIL 2023_05_09,,2024-07-29,,
07091K,,CS,Bar Code,,10081652070914,WH 2023_05_09,,2024-07-29,,
07092K,,CS,Bar Code,,081652070924,RETAIL 2023_04_14,,2024-07-29,,
07092K,,CS,Bar Code,,10081652070921,WH 2023_04_14,,2024-07-29,,
07095K,,CS,Bar Code,,188017008583,CASE,,2025-04-15,,
07095K,,CS,Bar Code,,88010817008586,EACH,,2025-04-15,,
07097K,,CS,Bar Code,,081652070979,EACH,,2024-07-29,,
07097K,,CS,Bar Code,,10081652070976,BOX,,2024-07-29,,
07100K,,CS,Bar Code,,081652071006,EACH,,2024-07-29,,
07100K,,CS,Bar Code,,10081652071003,CASE,,2024-07-29,,
07102K,,CS,Bar Code,,081652071020,RETAIL 2023_05_09,,2024-07-29,,
07102K,,CS,Bar Code,,10081652071027,WH 2023_05_09,,2024-07-29,,
07104K,,CS,Bar Code,,081652071044,EACH,,2024-07-29,,
07104K,,CS,Bar Code,,10081652071041,WH 2023_05_09,,2024-07-29,,
07104K,,CS,Bar Code,,4545732071042,RETAIL 2023_05_09,,2024-07-29,,
07105K,,CS,Bar Code,,081652071051,RETAIL 2023_05_10,,2024-07-29,,
07105K,,CS,Bar Code,,10081652071058,WH 2023_05_10,,2024-07-29,,
07106K,,CS,Bar Code,,081652071068,RETAIL 2023_04_14,,2024-07-29,,
07106K,,CS,Bar Code,,10081652071065,WH 2023_04_14,,2024-07-29,,
07108K,,CS,Bar Code,,081652071082,EACH,,2024-07-29,,
07108K,,CS,Bar Code,,10081652071089,WH 2023_04_10,,2024-07-29,,
07110K,,CS,Bar Code,,081652071105,RETAIL 2023_05_09,,2024-07-29,,
07110K,,CS,Bar Code,,10081652071102,WH 2023_05_09,,2024-07-29,,
07113K,,CS,Bar Code,,081652071136,EACH,,2025-04-15,,
07113K,,CS,Bar Code,,10081652071133,CASE,,2025-04-15,,
07118K,,CS,Bar Code,,081652071181,EACH,,2025-04-15,,
07118K,,CS,Bar Code,,10081652071188,CASE,,2025-04-15,,
07129K,,CS,Bar Code,,8809041720197,RETAIL 2023_05_09,,2024-07-29,,
07129K,,CS,Bar Code,,8809041720210,WH 2023_05_09,,2024-07-29,,
07133K,,CS,Bar Code,,28809041750709,WH 2023_05_09,,2024-07-29,,
07133K,,CS,Bar Code,,8809041750705,RETAIL 2023_05_09,,2024-07-29,,
07135K,,CS,Bar Code,,8809275380358,RETAIL 2023_05_09,,2024-07-29,,
07135K,,CS,Bar Code,,8809275389184,WH 2023_05_09,,2024-07-29,,
07148K,,CS,Bar Code,,18809041752072,CASE,,2024-07-29,,
07148K,,CS,Bar Code,,8809041752075,EACH,,2024-07-29,,
07149K,,CS,Bar Code,,8809041750767,WH 2023_04_14,,2024-07-29,,
07149K,,CS,Bar Code,,8809041751504,RETAIL 2023_04_14,,2024-07-29,,
07151K,,CS,Bar Code,,081652071518,RETAIL 2023_05_09,,2024-07-29,,
07151K,,CS,Bar Code,,10081652071515,WH 2023_05_09,,2024-07-29,,
07151K,,CS,Bar Code,,4545732071516,INNER PKGS,,2025-03-31,,
07152K,,CS,Bar Code,,081652071525,RETAIL 2023_05_10,,2024-07-29,,
07152K,,CS,Bar Code,,10081652071522,WH 2023_05_10,,2024-07-29,,
07152K,,CS,Bar Code,,4545732071523,Inner PKGs,,2025-05-23,,
07154K,,CS,Bar Code,,081652071549,RETAIL 2023_05_09,,2024-07-29,,
07154K,,CS,Bar Code,,10081652071546,WH 2023_05_09,,2024-07-29,,
07155K,,CS,Bar Code,,10081652071553,EACH,,2024-07-29,,
07156K,,CS,Bar Code,,18801164127508,WH 2023_05_09,,2024-07-29,,
07156K,,CS,Bar Code,,8801164126887,RETAIL 2023_05_09,,2024-07-29,,
07162K,,CS,Bar Code,,8809275380297,RETAIL 2023_05_09,,2024-07-29,,
07162K,,CS,Bar Code,,8809275389191,WH 2023_05_09,,2024-07-29,,
07167K,,CS,Bar Code,,081652071679,RETAIL 2023_05_09,,2024-07-29,,
07167K,,CS,Bar Code,,10081652071676,WH 2023_05_09,,2024-07-29,,
07170K,,CS,Bar Code,,081652071709,RETAIL,,2024-07-29,,
07170K,,CS,Bar Code,,10081652071706,,,2024-07-29,,
07171K,,CS,Bar Code,,081652071716,RETAIL 2023_05_09,,2024-07-29,,
07171K,,CS,Bar Code,,10081652071713,WH 2023_05_09,,2024-07-29,,
07173K,,CS,Bar Code,,081652071730,EACH,,2025-04-15,,
07173K,,CS,Bar Code,,10081652071737,CASE,,2025-04-15,,
07174K,,CS,Bar Code,,081652071747,RETAIL 2023_05_09,,2024-07-29,,
07174K,,CS,Bar Code,,10081652071744,WH 2023_05_09,,2024-07-29,,
07180K,,CS,Bar Code,,081652071808,RETAIL 2023_05_09,,2024-07-29,,
07180K,,CS,Bar Code,,10081652071805,WH 2023_05_09,,2024-07-29,,
07185K,,CS,Bar Code,,18801047228872,,,2024-07-01,,
07185K,,CS,Bar Code,,8801047228875,Retail,,2024-07-01,,
07192K,,CS,Bar Code,,18801047226205,WH 2023_05_09,,2024-07-29,,
07192K,,CS,Bar Code,,8801047226208,RETAIL 2023_05_09,,2024-07-29,,
07196K,,CS,Bar Code,,18809395752223,WH 2023_04_14,,2024-07-29,,
07196K,,CS,Bar Code,,8809395752226,RETAIL 2023_04_14,,2024-07-29,,
07198K,,CS,Bar Code,,18809395752278,WH 2023_05_10,,2024-07-29,,
07198K,,CS,Bar Code,,8809395752271,RETAIL 2023_05_10,,2024-07-29,,
07199K,,CS,Bar Code,,18809395755071,CASE,,2024-07-29,,
07199K,,CS,Bar Code,,8809395755074,EACH,,2024-07-29,,
07209K,,CS,Bar Code,,8809275380976,CASE,,2025-04-15,,
07220K,,CS,Bar Code,,10081652072228,CASE,,2025-04-15,,
07220K,,CS,Bar Code,,8802220310035,EACH,,2025-04-15,,
07221K,,CS,Bar Code,,081652072218,Retail,,2024-07-29,,
07221K,,CS,Bar Code,,10081652072215,,,2024-07-29,,
07222K,,CS,Bar Code,,081652072225,Retail,,2024-07-29,,
07222K,,CS,Bar Code,,10081652072222,,,2024-07-29,,
07223K,,CS,Bar Code,,081652072232,Retail,,2024-07-29,,
07223K,,CS,Bar Code,,10081652072239,,,2024-11-01,,
07224K,,CS,Bar Code,,081652072249,RETAIL 2023_04_14,,2024-07-29,,
07224K,,CS,Bar Code,,10081652072246,WH 2023_04_14,,2024-07-29,,
07225J,,CS,Bar Code,,081652072256,EACH,,2025-04-15,,
07225J,,CS,Bar Code,,10086152072253,CASE,,2025-04-15,,
07278C,,CS,Bar Code,,081652072782,RETAIL 2023_05_09,,2024-07-29,,
07278C,,CS,Bar Code,,10081652072789,WH 2023_05_09,,2024-07-29,,
07300K,,CS,Bar Code,,081652073000,RETAIL 2023_05_09,,2024-07-29,,
07300K,,CS,Bar Code,,10081652073007,WH 2023_05_09,,2024-07-29,,
07300K,,CS,Bar Code,,4545732073008,RETAIL_INNER PKG,,2025-02-25,,
07301K,,CS,Bar Code,,081652073017,RETAIL 2023_05_09,,2024-07-29,,
07301K,,CS,Bar Code,,10081652073014,WH 2023_05_09,,2024-07-29,,
07301K,,CS,Bar Code,,4545732073015,INNER PKG,,2025-04-28,,
07303K,,CS,Bar Code,,18801047221989,CASE,,2024-07-29,,
07303K,,CS,Bar Code,,8801047221982,EACH,,2024-07-29,,
07304K,,CS,Bar Code,,18801047227264,,,2024-07-29,,
07304K,,CS,Bar Code,,8801047227267,Retail,,2024-07-29,,
07306K,,CS,Bar Code,,18801047224362,,,2024-07-29,,
07306K,,CS,Bar Code,,8801047224365,Retail,,2024-07-29,,
07307K,,CS,Bar Code,,18801047224386,,,2024-07-29,,
07307K,,CS,Bar Code,,8801047224389,Retail,,2024-07-29,,
07308K,,CS,Bar Code,,18801047224379,,,2024-07-29,,
07308K,,CS,Bar Code,,8801047224372,Retail,,2024-07-29,,
07309K,,CS,Bar Code,,18801176679408,,,2024-07-01,,
07309K,,CS,Bar Code,,8801176679401,RETAIL,,2024-07-01,,
07316K,,CS,Bar Code,,10081652073168,CASE,,2024-07-29,,
07316K,,CS,Bar Code,,8801308413033,EACH,,2024-07-29,,
07318K,,CS,Bar Code,,10081652073182,CASE,,2024-07-29,,
07318K,,CS,Bar Code,,8801308423445,EACH,,2024-07-29,,
07319K,,CS,Bar Code,,10081652073199,CASE,,2024-07-29,,
07319K,,CS,Bar Code,,8801308413040,EACH,,2024-07-29,,
07320K,,CS,Bar Code,,10081652073205,,,2024-07-29,,
07320K,,CS,Bar Code,,8801308422059,RETAIL,,2024-07-29,,
07321K,,CS,Bar Code,,18809389493163,,,2025-02-28,,
07321K,,CS,Bar Code,,8809389493166,RETAIL,,2025-02-28,,
07322K,,CS,Bar Code,,18809389493156,,,2025-02-28,,
07322K,,CS,Bar Code,,8809389493159,RETAIL,,2025-02-28,,
07339J,,CS,Bar Code,,081652073390,EACH,,2024-07-29,,
07339J,,CS,Bar Code,,10081652073397,WH 2023_04_14,,2024-07-29,,
07341J,,CS,Bar Code,,081652073413,EACH,,2024-07-29,,
07341J,,CS,Bar Code,,10081652073410,WH 2023_04_14,,2024-07-29,,
07342J,,CS,Bar Code,,081652073420,EACH,,2024-07-29,,
07342J,,CS,Bar Code,,10081652073427,WH 2023_04_14,,2024-07-29,,
07344J,,CS,Bar Code,,081652073444,EACH,,2024-07-29,,
07344J,,CS,Bar Code,,10081652073441,WH 2023_04_10,,2024-07-29,,
07345J,,CS,Bar Code,,081652073451,EACH,,2025-04-15,,
07345J,,CS,Bar Code,,10081652073458,CASE,,2025-04-15,,
07346J,,CS,Bar Code,,081652073468,RETAIL 2023_04_14,,2024-07-29,,
07346J,,CS,Bar Code,,10081652073465,WH 2023_04_14,,2024-07-29,,
07347J,,CS,Bar Code,,081652073475,RETAIL 2023_05_09,,2024-07-29,,
07347J,,CS,Bar Code,,10081652073472,WH 2023_05_09,,2024-07-29,,
07350K,,CS,Bar Code,,081652073505,RETAIL 2023_04_14,,2024-07-29,,
07350K,,CS,Bar Code,,10081652073502,WH 2023_04_14,,2024-07-29,,
07352J,,CS,Bar Code,,081652073529,RETAIL,,2024-07-29,,
07352J,,CS,Bar Code,,10081652073526,,,2024-07-29,,
07434K,,CS,Bar Code,,18805660129752,CASE,,2024-07-29,,
07434K,,CS,Bar Code,,18805660130031,WH 2023_04_10,,2024-07-29,,
07434K,,CS,Bar Code,,8805660129755,RETAIL 2023_04_10,,2024-07-29,,
07434K,,CS,Bar Code,,8805660130034,WH 2023_04_10,,2024-07-29,,
07441D,,CS,Bar Code,,081652074410,EACH,,2024-07-29,,
07441D,,CS,Bar Code,,10081652074417,CASE,,2024-07-29,,
07445D,,CS,Bar Code,,0110883298622744,CASE,,2024-07-29,,
07445D,,CS,Bar Code,,883298622747,EACH,,2024-11-01,,
07464K,,CS,Bar Code,,18801047141140,WH 2023_04_10,,2024-07-29,,
07464K,,CS,Bar Code,,8801047141143,RETAIL 2023_04_10,,2024-07-29,,
07465K,,CS,Bar Code,,18801047142147,WH 2023_04_04,,2024-07-29,,
07465K,,CS,Bar Code,,8801047142140,RETAIL 2023_04_04,,2024-07-29,,
07478K,,CS,Bar Code,,081652074786,Retail,,2024-07-29,,
07478K,,CS,Bar Code,,10081652074783,,,2024-07-29,,
07479K,,CS,Bar Code,,883298616098,RETAIL 2023_04_10,,2024-07-29,,
07479K,,CS,Bar Code,,8832986162890,WH 2023_04_10,,2024-07-29,,
07491K,,CS,Bar Code,,18801047865824,,,2024-10-25,,
07491K,,CS,Bar Code,,8801047865827,Retail,,2024-10-25,,
07594K,,CS,Bar Code,,081652075943,RETAIL 2023_04_10,,2024-07-29,,
07594K,,CS,Bar Code,,10081652075940,WH 2023_04_10,,2024-07-29,,
07594K,,CS,Bar Code,,10081652075941,CASE,,2024-07-29,,
07597K,,CS,Bar Code,,18801047865015,CASE,,2024-07-29,,
07597K,,CS,Bar Code,,8801047865018,EACH,,2024-07-29,,
07598K,,CS,Bar Code,,18801047615238,CASE,,2024-07-29,,
07598K,,CS,Bar Code,,8801047615231,RETAIL,,2024-07-29,,
07599K,,CS,Bar Code,,18801047615245,CASE,,2024-07-29,,
07599K,,CS,Bar Code,,8801047615248,RETAIL,,2024-07-29,,
07601K,,CS,Bar Code,,18801047614354,CASE,,2024-07-29,,
07601K,,CS,Bar Code,,8801047614357,EACH,,2024-07-29,,
07619K,,CS,Bar Code,,18801047867460,,,2024-07-29,,
07619K,,CS,Bar Code,,8801047867463,Retail,,2024-07-29,,
07622K,,CS,Bar Code,,883298617903,RETAIL 2023_04_24,,2024-07-29,,
07622K,,CS,Bar Code,,883298618269,WH 2023_04_24,,2024-07-29,,
07623K,,CS,Bar Code,,883298620736,EACH,,2024-07-29,,
07623K,,CS,Bar Code,,8832986207430,CASE,,2024-07-29,,
07629K,,CS,Bar Code,,18801047111815,CASE,,2024-07-29,,
07629K,,CS,Bar Code,,8801047111818,EACH,,2024-07-29,,
07630K,,CS,Bar Code,,18801047114212,CASE,,2024-07-29,,
07630K,,CS,Bar Code,,8801047114215,EACH,,2024-07-29,,
07631K,,CS,Bar Code,,18801047129032,CASE,,2024-07-29,,
07631K,,CS,Bar Code,,8801047129035,EACH,,2024-07-29,,
07632K,,CS,Bar Code,,18801047119460,CASE,,2024-07-29,,
07632K,,CS,Bar Code,,8801047119463,EACH,,2024-07-29,,
07633K,,CS,Bar Code,,18801047836039,,,2024-07-29,,
07633K,,CS,Bar Code,,8801047836032,RETAIL,,2024-07-29,,
07634K,,CS,Bar Code,,18801047836046,,,2024-07-29,,
07634K,,CS,Bar Code,,8801047836049,RETAIL,,2024-07-29,,
07635K,,CS,Bar Code,,18801047836060,,,2024-07-29,,
07635K,,CS,Bar Code,,8801047836063,RETAIL,,2024-07-29,,
07636K,,CS,Bar Code,,18801047836091,,,2024-11-29,,
07636K,,CS,Bar Code,,8801047836094,Retail,,2024-11-29,,
07637K,,CS,Bar Code,,18801047836107,,,2024-11-29,,
07637K,,CS,Bar Code,,8801047836100,Retail,,2024-11-29,,
07638K,,CS,Bar Code,,18801047627545,,,2024-11-29,,
07638K,,CS,Bar Code,,8801047627548,Retail,,2024-11-29,,
07639K,,CS,Bar Code,,18801047627552,,,2024-11-29,,
07639K,,CS,Bar Code,,8801047627555,Retail,,2024-11-29,,
07824K,,CS,Bar Code,,081652078241,RETAIL 2023_04_10,,2024-07-29,,
07824K,,CS,Bar Code,,10081652078248,WH 2023_04_10,,2024-07-29,,
07834K,,CS,Bar Code,,081652078340,EACH,,2025-04-15,,
07845K,,CS,Bar Code,,081652078456,RETAIL,,2024-07-29,,
07845K,,CS,Bar Code,,10081652078453,,,2024-07-29,,
07846K,,CS,Bar Code,,081652078463,RETAIL,,2024-07-29,,
07846K,,CS,Bar Code,,10081652078460,,,2024-07-29,,
08001D,,CS,Bar Code,,076186000011,EACH,,2024-07-29,,
08001D,,CS,Bar Code,,10076186000018,WH 2023_05_09,,2024-07-29,,
08001D,,CS,Bar Code,,176186100015,RETAIL 2023_05_09,,2024-07-29,,
08002K,,CS,Bar Code,,081652080022,RETAIL 2023_04_10,,2024-07-29,,
08002K,,CS,Bar Code,,10081652080029,WH 2023_04_10,,2024-07-29,,
08002K,,CS,Bar Code,EA,10081652080029,WH 2023_04_10,,2024-07-29,,
08003K,,CS,Bar Code,,081652080039,RETAIL 2023_05_09,,2024-07-29,,
08003K,,CS,Bar Code,,10081652080036,WH 2023_05_09,,2024-07-29,,
08021K,,CS,Bar Code,,081652080213,RETAIL 2023_04_10,,2024-07-29,,
08021K,,CS,Bar Code,,10081652080210,WH 2023_04_10,,2024-07-29,,
08022K,,CS,Bar Code,,081652080220,RETAIL 2023_04_14,,2024-07-29,,
08022K,,CS,Bar Code,,10081652080227,WH 2023_04_14,,2024-07-29,,
08024K,,CS,Bar Code,,081652080244,RETAIL 2023_03_17,,2024-07-29,,
08024K,,CS,Bar Code,,10081652080241,WH 2023_03_17,,2024-07-29,,
08025K,,CS,Bar Code,,081652080251,EACH,,2024-07-29,,
08025K,,CS,Bar Code,,10081652080258,CASE,,2024-07-29,,
08026K,,CS,Bar Code,,081652080268,RETAIL 2023_05_09,,2024-07-29,,
08026K,,CS,Bar Code,,10081652080265,WH 2023_05_09,,2024-07-29,,
08027K,,CS,Bar Code,,081652080275,RETAIL 2023_05_10,,2024-07-29,,
08027K,,CS,Bar Code,,10081652080272,WH 2023_05_10,,2024-07-29,,
08034K,,CS,Bar Code,,4710145211037,EACH,,2024-07-29,,
08034K,,CS,Bar Code,,8801073121140,WH 2023_04_14,,2024-07-29,,
08034K,,CS,Bar Code,,8801073143784,RETAIL 2023_04_14,,2024-07-29,,
08038K,,CS,Bar Code,,8801073102743,RETAIL 2023_05_09,,2024-07-29,,
08038K,,CS,Bar Code,,8801073102750,WH 2023_05_09,,2024-07-29,,
08041K,,CS,Bar Code,,8801073121249,CASE,,2024-07-29,,
08041K,,CS,Bar Code,,8801073140196,EACH,,2024-07-29,,
08041K,,CS,Bar Code,,8801073140530,EACH,,2024-07-29,,
08044D,,CS,Bar Code,,07618600011,EACH,,2024-07-29,,
08044D,,CS,Bar Code,,076186000516,RETAIL 2023_05_09,,2024-07-29,,
08044D,,CS,Bar Code,,10076186000513,WH 2023_05_09,,2024-07-29,,
08044D,,CS,Bar Code,,10076186000516,CASE,,2024-07-29,,
08045D,,CS,Bar Code,,076186000073,EACH,,2024-07-29,,
08045D,,CS,Bar Code,,076186000578,RETAIL 2023_05_09,,2024-07-29,,
08045D,,CS,Bar Code,,10076186000575,WH 2023_05_09,,2024-07-29,,
08045D,,CS,Bar Code,,10076186000578,CASE,,2024-07-29,,
08051K,,CS,Bar Code,,8801073104150,EACH,,2024-07-29,,
08051K,,CS,Bar Code,,8801073182219,CASE,,2024-07-29,,
08055D,,CS,Bar Code,,076186000080,EACH,,2024-07-29,,
08055D,,CS,Bar Code,,076186000585,RETAIL 2023_05_09,,2024-07-29,,
08055D,,CS,Bar Code,,10076186000582,WH 2023_05_09,,2024-07-29,,
08055D,,CS,Bar Code,,10076186000585,CASE,,2024-07-29,,
08062J,,CS,Bar Code,,081652080626,RETAIL 2023_04_10,,2024-07-29,,
08062J,,CS,Bar Code,,10081652080623,WH 2023_04_10,,2024-07-29,,
08064J,,CS,Bar Code,,081652080640,RETAIL 2023_05_09,,2024-07-29,,
08064J,,CS,Bar Code,,10081652080647,WH 2023_05_09,,2024-07-29,,
08066K,,CS,Bar Code,,081652080664,RETAIL 2023_04_24,,2024-07-29,,
08066K,,CS,Bar Code,,10081652080661,WH 2023_04_24,,2024-07-29,,
08068K,,CS,Bar Code,,081652080688,EACH,,2024-07-29,,
08068K,,CS,Bar Code,,10081652080685,CASE,,2024-07-29,,
08070K,,CS,Bar Code,,081652080701,EACH,,2025-04-15,,
08070K,,CS,Bar Code,,10081652080708,CASE,,2025-04-15,,
08080K,,CS,Bar Code,,081652080800,RETAIL 2023_05_09,,2024-07-29,,
08080K,,CS,Bar Code,,10081652080807,WH 2023_05_09,,2024-07-29,,
08081K,,CS,Bar Code,,081652080817,RETAIL 2023_04_24,,2024-07-29,,
08081K,,CS,Bar Code,,10081652080814,WH 2023_04_24,,2024-07-29,,
08082K,,CS,Bar Code,,081652080824,RETAIL 2023_04_24,,2024-07-29,,
08082K,,CS,Bar Code,,10081652080821,WH 2023_04_24,,2024-07-29,,
08084K,,CS,Bar Code,,081652080848,Retail,,2024-07-29,,
08084K,,CS,Bar Code,,10081652080845,,,2024-07-29,,
08085T,,CS,Bar Code,,28850100003762,CASE,,2024-07-29,,
08085T,,CS,Bar Code,,8850100101105,EACH,,2024-07-29,,
08085T,,CS,Bar Code,,8850100110114,BOX,,2024-07-29,,
08087T,,CS,Bar Code,,052066000432,RETAIL 2023_05_09,,2024-07-29,,
08087T,,CS,Bar Code,,052066000500,WH 2023_05_09,,2024-07-29,,
08088T,,CS,Bar Code,,052066000425,RETAIL 2023_05_09,,2024-07-29,,
08088T,,CS,Bar Code,,052066000494,WH 2023_05_09,,2024-07-29,,
08089T,,CS,Bar Code,,052066000418,RETAIL 2023_05_09,,2024-07-29,,
